dni,category,amount,timestamp
65147969D,education,-60.54,2023-03-17T13:06:36
65147969D,cash,-100.0,2023-03-17T18:03:53
65147969D,repairs,-40.53,2023-03-18T18:56:13
65147969D,food,-71.71,2023-03-19T12:10:15
65147969D,leisure,-21.48,2023-03-19T14:04:56
65147969D,transport,-56.39,2023-03-21T11:44:58
65147969D,repairs,-321.63,2023-03-22T11:27:23
65147969D,food,-104.04,2023-03-23T09:44:55
65147969D,appliances,-231.91,2023-03-24T09:13:38
65147969D,cash,-100.0,2023-03-25T22:01:52
65147969D,appliances,-337.43,2023-03-26T14:53:34
65147969D,transport,-45.42,2023-03-27T13:04:45
65147969D,food,-109.78,2023-03-30T20:09:04
65147969D,salary,2704.27,2023-04-01T19:12:22
65147969D,salary_partner,2874.25,2023-04-01T19:12:22
65147969D,extra_income,332.83,2023-04-01T19:12:22
65147969D,healthcare,-55.35,2023-04-01T10:41:45
65147969D,mortgage,-1083.77,2023-04-04T08:25:22
65147969D,transport,-66.6,2023-04-04T20:29:04
65147969D,water,-36.29,2023-04-05T17:09:37
65147969D,food,-69.58,2023-04-05T14:27:56
65147969D,travel,-1364.46,2023-04-05T21:39:38
65147969D,repairs,-43.53,2023-04-05T09:39:55
65147969D,gifts,-111.8,2023-04-05T10:16:50
65147969D,electricity,-24.03,2023-04-06T12:36:52
65147969D,phone,-32.62,2023-04-06T13:30:52
65147969D,clothing,-52.19,2023-04-06T14:42:22
65147969D,gifts,-563.29,2023-04-06T22:20:52
65147969D,cash,-100.0,2023-04-07T08:19:13
65147969D,gas,-81.01,2023-04-08T16:41:40
65147969D,internet,-42.0,2023-04-08T10:31:24
65147969D,transport,-68.96,2023-04-09T16:07:27
65147969D,food,-116.69,2023-04-11T19:11:16
65147969D,food,-97.47,2023-04-13T18:41:52
65147969D,transport,-60.54,2023-04-13T12:34:40
65147969D,transport,-72.82,2023-04-14T12:02:43
65147969D,clothing,-96.69,2023-04-14T08:35:00
65147969D,transport,-88.35,2023-04-15T19:00:54
65147969D,food,-117.76,2023-04-16T02:44:36
65147969D,gifts,-173.38,2023-04-17T21:31:05
65147969D,leisure,-20.35,2023-04-19T16:38:11
65147969D,cash,-100.0,2023-04-19T01:49:33
65147969D,leisure,-67.94,2023-04-21T20:55:31
65147969D,cash,-100.0,2023-04-21T19:49:33
65147969D,travel,-1247.06,2023-04-21T12:49:01
65147969D,food,-79.42,2023-04-22T16:07:06
65147969D,cash,-100.0,2023-04-24T10:15:53
65147969D,repairs,-157.31,2023-04-24T13:13:41
65147969D,appliances,-255.1,2023-04-26T09:25:58
65147969D,cash,-100.0,2023-04-28T14:24:28
65147969D,transport,-79.9,2023-04-30T22:36:10
65147969D,salary,2704.27,2023-05-01T16:43:36
65147969D,salary_partner,2874.25,2023-05-01T16:43:36
65147969D,food,-98.67,2023-05-01T19:40:13
65147969D,food,-117.26,2023-05-02T17:42:40
65147969D,cash,-100.0,2023-05-02T08:47:00
65147969D,travel,-1159.78,2023-05-02T08:46:06
65147969D,mortgage,-1083.77,2023-05-04T12:42:47
65147969D,food,-67.14,2023-05-04T08:17:41
65147969D,leisure,-56.29,2023-05-04T12:54:19
65147969D,water,-22.48,2023-05-05T20:41:14
65147969D,gifts,-290.77,2023-05-05T21:44:10
65147969D,clothing,-106.86,2023-05-06T07:42:45
65147969D,cash,-100.0,2023-05-06T13:16:55
65147969D,gas,-105.93,2023-05-07T15:53:41
65147969D,internet,-42.0,2023-05-07T19:16:55
65147969D,electricity,-71.26,2023-05-08T15:18:02
65147969D,phone,-37.88,2023-05-08T19:56:27
65147969D,cash,-100.0,2023-05-09T16:38:03
65147969D,gifts,-573.71,2023-05-09T10:21:04
65147969D,food,-92.04,2023-05-10T11:08:33
65147969D,cash,-100.0,2023-05-10T16:55:34
65147969D,cash,-100.0,2023-05-12T14:32:45
65147969D,leisure,-83.78,2023-05-15T12:02:17
65147969D,healthcare,-79.39,2023-05-15T13:11:13
65147969D,food,-112.13,2023-05-16T14:21:08
65147969D,leisure,-66.29,2023-05-16T12:37:57
65147969D,leisure,-75.13,2023-05-18T16:49:33
65147969D,travel,-1481.94,2023-05-18T10:30:47
65147969D,transport,-69.41,2023-05-22T10:08:48
65147969D,food,-93.7,2023-05-25T14:24:45
65147969D,repairs,-321.12,2023-05-25T14:55:12
65147969D,salary,2704.27,2023-06-01T18:29:53
65147969D,salary_partner,2874.25,2023-06-01T18:29:53
65147969D,salary_bonus,1984.85,2023-06-01T18:29:53
65147969D,salary_partner_bonus,2078.22,2023-06-01T18:29:53
65147969D,leisure,-32.43,2023-06-01T08:20:49
65147969D,gifts,-544.21,2023-06-02T11:29:37
65147969D,mortgage,-1083.77,2023-06-04T08:56:51
65147969D,leisure,-29.59,2023-06-04T11:28:39
65147969D,gas,-53.84,2023-06-05T15:47:19
65147969D,food,-90.12,2023-06-05T06:57:57
65147969D,clothing,-151.33,2023-06-05T17:27:11
65147969D,cash,-100.0,2023-06-05T11:19:21
65147969D,internet,-42.0,2023-06-06T16:00:00
65147969D,travel,-1095.39,2023-06-06T13:01:13
65147969D,repairs,-27.88,2023-06-07T20:40:22
65147969D,water,-35.05,2023-06-08T20:02:42
65147969D,electricity,-84.97,2023-06-08T12:13:36
65147969D,phone,-33.04,2023-06-08T12:25:07
65147969D,leisure,-52.19,2023-06-10T15:08:22
65147969D,clothing,-59.52,2023-06-11T11:20:40
65147969D,cash,-100.0,2023-06-11T13:12:58
65147969D,food,-92.94,2023-06-12T21:50:47
65147969D,cash,-100.0,2023-06-14T21:05:46
65147969D,transport,-77.15,2023-06-15T00:42:07
65147969D,cash,-100.0,2023-06-15T20:09:49
65147969D,gifts,-428.93,2023-06-17T09:53:07
65147969D,cash,-100.0,2023-06-18T18:48:35
65147969D,cash,-100.0,2023-06-21T16:04:32
65147969D,education,-64.12,2023-06-22T20:16:35
65147969D,cash,-100.0,2023-06-22T09:04:34
65147969D,gifts,-138.51,2023-06-23T14:38:20
65147969D,food,-82.11,2023-06-24T09:22:08
65147969D,cash,-100.0,2023-06-24T16:43:20
65147969D,leisure,-45.13,2023-06-25T10:45:56
65147969D,repairs,-211.89,2023-06-26T03:08:36
65147969D,education,-78.73,2023-06-27T04:39:04
65147969D,gifts,-753.48,2023-06-27T17:13:51
65147969D,food,-94.33,2023-06-30T09:19:26
65147969D,cash,-100.0,2023-06-30T08:25:31
65147969D,repairs,-178.94,2023-06-30T15:29:43
65147969D,salary,2704.27,2023-07-01T09:45:35
65147969D,salary_partner,2874.25,2023-07-01T09:45:35
65147969D,extra_income,332.83,2023-07-01T09:45:35
65147969D,healthcare,-164.5,2023-07-01T22:12:41
65147969D,cash,-100.0,2023-07-01T11:06:38
65147969D,food,-83.57,2023-07-02T20:21:13
65147969D,mortgage,-1083.77,2023-07-04T17:45:48
65147969D,food,-83.62,2023-07-04T14:36:47
65147969D,cash,-100.0,2023-07-04T11:16:51
65147969D,food,-115.42,2023-07-05T17:54:57
65147969D,phone,-37.49,2023-07-06T14:44:38
65147969D,education,-69.28,2023-07-06T19:02:54
65147969D,clothing,-101.7,2023-07-07T21:27:43
65147969D,gas,-61.67,2023-07-08T21:16:18
65147969D,water,-22.78,2023-07-08T11:07:52
65147969D,electricity,-55.77,2023-07-08T20:22:42
65147969D,internet,-42.0,2023-07-08T18:28:36
65147969D,clothing,-132.05,2023-07-08T09:02:17
65147969D,transport,-70.74,2023-07-11T11:47:08
65147969D,leisure,-41.57,2023-07-11T12:05:29
65147969D,food,-60.59,2023-07-13T16:40:53
65147969D,leisure,-60.99,2023-07-14T10:20:00
65147969D,leisure,-18.44,2023-07-16T18:50:08
65147969D,healthcare,-100.33,2023-07-17T23:41:15
65147969D,food,-72.25,2023-07-18T14:57:28
65147969D,travel,-1524.71,2023-07-19T18:15:54
65147969D,transport,-71.93,2023-07-20T10:08:02
65147969D,food,-63.03,2023-07-22T16:13:44
65147969D,transport,-78.83,2023-07-25T10:12:11
65147969D,cash,-100.0,2023-07-25T12:45:44
65147969D,cash,-100.0,2023-07-28T03:57:03
65147969D,food,-67.53,2023-07-29T13:57:08
65147969D,transport,-56.33,2023-07-29T21:26:55
65147969D,healthcare,-156.98,2023-07-30T19:04:30
65147969D,salary,2704.27,2023-08-01T12:20:50
65147969D,salary_partner,2874.25,2023-08-01T12:20:50
65147969D,leisure,-69.5,2023-08-01T18:48:31
65147969D,education,-56.51,2023-08-01T17:18:22
65147969D,repairs,-232.8,2023-08-01T13:28:05
65147969D,clothing,-51.97,2023-08-03T08:01:43
65147969D,mortgage,-1083.77,2023-08-04T12:48:15
65147969D,gas,-105.37,2023-08-05T16:51:33
65147969D,phone,-43.9,2023-08-05T19:11:14
65147969D,transport,-72.24,2023-08-05T10:59:52
65147969D,cash,-100.0,2023-08-07T08:09:35
65147969D,water,-22.99,2023-08-08T18:52:28
65147969D,electricity,-42.17,2023-08-08T15:01:17
65147969D,internet,-42.0,2023-08-08T06:48:23
65147969D,cash,-100.0,2023-08-09T14:39:49
65147969D,gifts,-191.7,2023-08-11T14:38:19
65147969D,healthcare,-95.16,2023-08-12T11:06:46
65147969D,cash,-100.0,2023-08-13T00:13:42
65147969D,food,-99.33,2023-08-15T11:55:02
65147969D,gifts,-452.59,2023-08-15T09:36:30
65147969D,cash,-100.0,2023-08-16T08:56:35
65147969D,leisure,-72.03,2023-08-17T12:26:04
65147969D,gifts,-36.8,2023-08-17T19:39:22
65147969D,leisure,-54.12,2023-08-18T11:30:39
65147969D,education,-47.61,2023-08-18T12:06:00
65147969D,healthcare,-40.93,2023-08-21T13:54:27
65147969D,appliances,-281.78,2023-08-21T16:05:04
65147969D,gifts,-125.98,2023-08-21T17:30:09
65147969D,gifts,-612.76,2023-08-22T11:21:05
65147969D,transport,-58.98,2023-08-25T21:43:02
65147969D,leisure,-82.57,2023-08-25T14:19:16
65147969D,clothing,-63.03,2023-08-25T11:21:58
65147969D,clothing,-88.38,2023-08-28T08:21:55
65147969D,cash,-100.0,2023-08-28T19:09:41
65147969D,food,-124.69,2023-08-29T19:46:48
65147969D,salary,2704.27,2023-09-01T13:20:40
65147969D,salary_partner,2874.25,2023-09-01T13:20:40
65147969D,leisure,-44.19,2023-09-01T13:46:44
65147969D,transport,-55.96,2023-09-02T16:24:10
65147969D,gifts,-386.37,2023-09-03T08:55:31
65147969D,mortgage,-1083.77,2023-09-04T18:09:13
65147969D,food,-66.49,2023-09-04T22:19:07
65147969D,cash,-100.0,2023-09-04T22:12:57
65147969D,repairs,-165.43,2023-09-04T18:11:30
65147969D,gas,-83.99,2023-09-05T18:19:29
65147969D,leisure,-55.43,2023-09-06T06:42:47
65147969D,education,-68.38,2023-09-06T19:34:03
65147969D,water,-39.83,2023-09-08T08:04:02
65147969D,electricity,-87.21,2023-09-08T20:11:02
65147969D,internet,-42.0,2023-09-08T18:06:05
65147969D,phone,-38.25,2023-09-08T13:51:22
65147969D,leisure,-35.61,2023-09-08T23:08:56
65147969D,education,-59.21,2023-09-13T20:37:21
65147969D,education,-45.94,2023-09-14T17:57:03
65147969D,leisure,-43.47,2023-09-15T10:21:42
65147969D,healthcare,-41.76,2023-09-15T20:14:03
65147969D,repairs,-75.24,2023-09-15T13:04:12
65147969D,leisure,-45.15,2023-09-19T08:19:03
65147969D,leisure,-81.61,2023-09-22T15:03:25
65147969D,food,-83.36,2023-09-24T09:45:01
65147969D,leisure,-31.1,2023-09-25T19:02:03
65147969D,food,-105.03,2023-09-26T19:27:05
65147969D,food,-113.18,2023-09-27T09:04:13
65147969D,healthcare,-181.26,2023-09-27T17:50:58
65147969D,salary,2704.27,2023-10-01T11:56:42
65147969D,salary_partner,2874.25,2023-10-01T11:56:42
65147969D,leisure,-44.84,2023-10-02T19:42:35
65147969D,food,-100.91,2023-10-03T23:17:22
65147969D,mortgage,-1083.77,2023-10-04T09:54:09
65147969D,education,-75.76,2023-10-04T17:25:04
65147969D,water,-44.86,2023-10-05T13:50:28
65147969D,internet,-42.0,2023-10-05T16:17:38
65147969D,phone,-37.19,2023-10-05T08:46:28
65147969D,gas,-92.35,2023-10-06T12:25:02
65147969D,electricity,-52.4,2023-10-08T09:12:37
65147969D,food,-120.17,2023-10-08T19:01:43
65147969D,transport,-40.14,2023-10-08T22:23:44
65147969D,cash,-100.0,2023-10-08T19:15:37
65147969D,healthcare,-110.94,2023-10-09T14:19:38
65147969D,cash,-100.0,2023-10-09T17:16:15
65147969D,leisure,-20.94,2023-10-10T23:30:30
65147969D,cash,-100.0,2023-10-10T12:14:21
65147969D,repairs,-35.03,2023-10-10T08:11:14
65147969D,food,-114.07,2023-10-13T12:04:58
65147969D,leisure,-64.41,2023-10-13T11:51:27
65147969D,appliances,-126.57,2023-10-14T15:49:08
65147969D,food,-67.71,2023-10-15T00:40:51
65147969D,cash,-100.0,2023-10-15T19:05:30
65147969D,food,-71.71,2023-10-16T20:54:11
65147969D,cash,-100.0,2023-10-16T13:33:44
65147969D,leisure,-22.16,2023-10-22T23:14:00
65147969D,travel,-1591.23,2023-10-22T08:42:03
65147969D,food,-80.75,2023-10-26T17:08:03
65147969D,transport,-86.71,2023-10-26T12:45:23
65147969D,education,-63.69,2023-10-27T11:55:25
65147969D,transport,-79.52,2023-10-29T19:21:07
65147969D,leisure,-40.4,2023-10-29T02:43:02
65147969D,transport,-87.54,2023-10-31T18:56:12
65147969D,salary,2704.27,2023-11-01T05:45:54
65147969D,salary_partner,2874.25,2023-11-01T05:45:54
65147969D,extra_income,332.83,2023-11-01T05:45:54
65147969D,cash,-100.0,2023-11-01T20:24:02
65147969D,leisure,-79.02,2023-11-02T05:40:20
65147969D,food,-75.69,2023-11-03T19:44:36
65147969D,mortgage,-1083.77,2023-11-04T13:01:54
65147969D,appliances,-171.1,2023-11-04T08:19:49
65147969D,repairs,-313.09,2023-11-04T16:46:10
65147969D,electricity,-65.51,2023-11-05T18:57:34
65147969D,phone,-36.61,2023-11-05T09:58:07
65147969D,leisure,-46.37,2023-11-05T15:45:41
65147969D,healthcare,-154.93,2023-11-05T02:37:19
65147969D,food,-71.53,2023-11-07T00:05:29
65147969D,water,-35.45,2023-11-08T16:35:51
65147969D,gas,-74.51,2023-11-08T15:36:15
65147969D,internet,-42.0,2023-11-08T13:04:28
65147969D,healthcare,-118.83,2023-11-09T10:10:58
65147969D,cash,-100.0,2023-11-14T10:38:35
65147969D,travel,-1675.58,2023-11-14T10:31:13
65147969D,food,-91.64,2023-11-15T02:24:12
65147969D,transport,-64.93,2023-11-16T20:41:02
65147969D,leisure,-50.09,2023-11-16T14:45:06
65147969D,cash,-100.0,2023-11-16T11:25:17
65147969D,transport,-45.84,2023-11-20T14:23:03
65147969D,clothing,-118.8,2023-11-20T10:16:23
65147969D,food,-111.08,2023-11-22T23:51:09
65147969D,gifts,-141.56,2023-11-22T12:35:10
65147969D,food,-73.32,2023-11-24T08:06:19
65147969D,cash,-100.0,2023-11-24T09:02:20
65147969D,cash,-100.0,2023-11-30T13:40:06
65147969D,salary,2704.27,2023-12-01T09:04:02
65147969D,salary_partner,2874.25,2023-12-01T09:04:02
65147969D,salary_bonus,1969.41,2023-12-01T09:04:02
65147969D,salary_partner_bonus,2031.88,2023-12-01T09:04:02
65147969D,clothing,-59.98,2023-12-02T15:08:04
65147969D,gifts,-679.75,2023-12-03T13:03:45
65147969D,mortgage,-1083.77,2023-12-04T08:02:07
65147969D,electricity,-45.55,2023-12-05T13:52:31
65147969D,gas,-36.06,2023-12-05T14:35:14
65147969D,internet,-42.0,2023-12-05T15:10:06
65147969D,phone,-43.23,2023-12-05T22:47:26
65147969D,transport,-50.23,2023-12-05T17:21:07
65147969D,repairs,-50.81,2023-12-05T22:41:29
65147969D,water,-40.69,2023-12-08T09:46:17
65147969D,education,-59.28,2023-12-08T17:40:24
65147969D,cash,-100.0,2023-12-08T14:47:48
65147969D,travel,-998.61,2023-12-08T20:36:55
65147969D,clothing,-154.06,2023-12-09T13:46:54
65147969D,leisure,-75.46,2023-12-11T15:47:47
65147969D,leisure,-73.74,2023-12-12T03:56:56
65147969D,leisure,-58.23,2023-12-17T13:56:42
65147969D,clothing,-139.01,2023-12-17T21:29:05
65147969D,transport,-66.51,2023-12-19T12:59:29
65147969D,food,-61.65,2023-12-20T19:51:40
65147969D,cash,-100.0,2023-12-21T11:00:46
65147969D,gifts,-529.57,2023-12-23T20:32:41
65147969D,transport,-75.22,2023-12-24T19:47:40
65147969D,leisure,-56.1,2023-12-26T09:45:11
65147969D,appliances,-225.77,2023-12-26T20:06:34
65147969D,food,-124.92,2023-12-27T00:15:16
65147969D,travel,-1419.22,2023-12-28T18:55:14
65147969D,appliances,-268.91,2023-12-30T08:58:19
65147969D,gifts,-449.42,2023-12-31T10:19:21
65147969D,salary,2809.94,2024-01-01T21:09:21
65147969D,salary_partner,2986.57,2024-01-01T21:09:21
65147969D,mortgage,-1083.77,2024-01-04T19:14:31
65147969D,water,-28.46,2024-01-05T10:20:30
65147969D,transport,-50.23,2024-01-05T05:08:50
65147969D,leisure,-76.63,2024-01-06T10:24:39
65147969D,internet,-42.0,2024-01-07T14:35:04
65147969D,electricity,-22.63,2024-01-08T20:08:00
65147969D,gas,-32.49,2024-01-08T01:09:38
65147969D,phone,-34.09,2024-01-08T20:54:03
65147969D,transport,-88.57,2024-01-09T21:38:22
65147969D,food,-81.83,2024-01-11T10:20:18
65147969D,travel,-484.13,2024-01-12T11:41:33
65147969D,repairs,-283.41,2024-01-12T22:05:49
65147969D,leisure,-19.03,2024-01-13T18:13:56
65147969D,clothing,-54.79,2024-01-13T14:07:27
65147969D,healthcare,-186.61,2024-01-13T18:25:52
65147969D,cash,-100.0,2024-01-14T09:05:01
65147969D,food,-116.89,2024-01-17T20:56:02
65147969D,appliances,-293.92,2024-01-17T18:49:08
65147969D,transport,-56.8,2024-01-18T12:26:22
65147969D,leisure,-32.93,2024-01-18T11:18:48
65147969D,leisure,-80.59,2024-01-19T16:02:43
65147969D,food,-85.85,2024-01-20T08:14:15
65147969D,leisure,-51.18,2024-01-21T05:15:32
65147969D,food,-79.6,2024-01-24T15:13:29
65147969D,transport,-49.75,2024-01-26T17:18:57
65147969D,clothing,-115.87,2024-01-26T23:09:31
65147969D,cash,-100.0,2024-01-27T17:32:34
65147969D,transport,-66.51,2024-01-28T08:09:20
65147969D,salary,2809.94,2024-02-01T21:40:09
65147969D,salary_partner,2986.57,2024-02-01T21:40:09
65147969D,extra_income,332.83,2024-02-01T21:40:09
65147969D,food,-67.8,2024-02-01T13:27:57
65147969D,leisure,-22.07,2024-02-03T09:27:11
65147969D,gifts,-636.09,2024-02-03T16:36:25
65147969D,mortgage,-1083.77,2024-02-04T19:30:11
65147969D,water,-24.19,2024-02-05T10:45:40
65147969D,gas,-89.32,2024-02-05T20:55:22
65147969D,leisure,-39.67,2024-02-05T11:49:20
65147969D,electricity,-26.01,2024-02-06T14:50:03
65147969D,internet,-42.0,2024-02-06T11:26:50
65147969D,gifts,-51.56,2024-02-07T11:16:51
65147969D,phone,-42.78,2024-02-08T21:39:01
65147969D,cash,-100.0,2024-02-09T23:36:04
65147969D,leisure,-39.53,2024-02-10T19:11:57
65147969D,leisure,-45.5,2024-02-11T09:53:11
65147969D,appliances,-386.57,2024-02-13T18:16:33
65147969D,leisure,-18.14,2024-02-14T08:55:40
65147969D,healthcare,-65.46,2024-02-14T16:16:13
65147969D,transport,-89.01,2024-02-15T10:15:36
65147969D,leisure,-67.91,2024-02-16T22:01:02
65147969D,leisure,-52.05,2024-02-17T10:50:46
65147969D,clothing,-99.45,2024-02-17T14:38:19
65147969D,cash,-100.0,2024-02-20T22:19:48
65147969D,food,-101.2,2024-02-21T12:20:53
65147969D,cash,-100.0,2024-02-21T04:19:51
65147969D,food,-61.38,2024-02-22T22:28:24
65147969D,food,-92.94,2024-02-25T20:16:02
65147969D,leisure,-62.94,2024-02-27T10:30:57
65147969D,clothing,-79.07,2024-02-29T19:26:02
65147969D,salary,2809.94,2024-03-01T01:46:57
65147969D,salary_partner,2986.57,2024-03-01T01:46:57
65147969D,leisure,-23.0,2024-03-03T15:55:58
65147969D,repairs,-140.97,2024-03-03T18:59:49
65147969D,mortgage,-1083.77,2024-03-04T18:00:06
65147969D,internet,-42.0,2024-03-05T16:45:34
65147969D,electricity,-50.47,2024-03-06T20:03:34
65147969D,leisure,-62.82,2024-03-06T19:29:22
65147969D,cash,-100.0,2024-03-06T11:43:31
65147969D,gifts,-362.94,2024-03-06T11:59:00
65147969D,gas,-104.64,2024-03-07T19:37:14
65147969D,phone,-32.11,2024-03-07T08:56:10
65147969D,water,-37.65,2024-03-08T13:14:53
65147969D,cash,-100.0,2024-03-09T12:18:01
65147969D,leisure,-39.05,2024-03-10T19:42:10
65147969D,gifts,-310.28,2024-03-14T02:26:59
65147969D,transport,-56.26,2024-03-15T23:47:08
65147969D,cash,-100.0,2024-03-15T11:07:56
65147969D,transport,-57.89,2024-03-17T17:57:19
65147969D,repairs,-68.42,2024-03-17T22:29:50
65147969D,food,-61.42,2024-03-18T15:19:18
65147969D,gifts,-520.65,2024-03-18T17:54:00
65147969D,food,-79.87,2024-03-20T15:32:32
65147969D,transport,-56.69,2024-03-20T18:41:28
65147969D,leisure,-63.51,2024-03-21T19:20:52
65147969D,food,-77.49,2024-03-23T11:57:35
65147969D,education,-57.88,2024-03-23T17:07:10
65147969D,clothing,-84.37,2024-03-24T12:26:25
65147969D,food,-61.38,2024-03-25T14:44:53
65147969D,cash,-100.0,2024-03-25T16:17:54
65147969D,leisure,-43.87,2024-03-26T18:17:45
65147969D,cash,-100.0,2024-03-27T10:10:33
65147969D,healthcare,-179.37,2024-03-28T15:21:59
65147969D,leisure,-72.76,2024-03-31T19:34:33
65147969D,salary,2809.94,2024-04-01T09:24:40
65147969D,salary_partner,2986.57,2024-04-01T09:24:40
65147969D,cash,-100.0,2024-04-03T05:59:25
65147969D,mortgage,-1083.77,2024-04-04T10:28:22
65147969D,food,-111.42,2024-04-04T08:10:14
65147969D,electricity,-74.58,2024-04-05T09:31:49
65147969D,internet,-42.0,2024-04-06T16:18:50
65147969D,gas,-83.11,2024-04-07T08:13:56
65147969D,phone,-42.08,2024-04-07T20:26:57
65147969D,food,-78.17,2024-04-07T04:21:21
65147969D,water,-31.21,2024-04-08T12:14:20
65147969D,food,-64.38,2024-04-12T21:18:29
65147969D,transport,-72.27,2024-04-12T01:04:40
65147969D,leisure,-58.1,2024-04-12T13:04:54
65147969D,cash,-100.0,2024-04-12T08:24:50
65147969D,appliances,-144.64,2024-04-12T09:09:37
65147969D,cash,-100.0,2024-04-14T13:50:33
65147969D,repairs,-268.66,2024-04-17T16:25:00
65147969D,cash,-100.0,2024-04-19T17:07:01
65147969D,cash,-100.0,2024-04-20T13:43:39
65147969D,transport,-73.87,2024-04-21T17:20:22
65147969D,clothing,-103.92,2024-04-21T17:50:55
65147969D,food,-116.2,2024-04-22T16:08:44
65147969D,cash,-100.0,2024-04-23T16:19:27
65147969D,education,-55.55,2024-04-24T05:45:04
65147969D,food,-68.52,2024-04-26T08:42:25
65147969D,cash,-100.0,2024-04-26T19:40:38
65147969D,travel,-1794.79,2024-04-26T20:53:59
65147969D,repairs,-112.7,2024-04-26T08:29:07
65147969D,transport,-51.54,2024-04-27T13:59:44
65147969D,leisure,-49.17,2024-04-29T15:01:56
65147969D,food,-69.6,2024-04-30T09:16:13
65147969D,transport,-77.79,2024-04-30T09:28:31
65147969D,salary,2809.94,2024-05-01T16:58:37
65147969D,salary_partner,2986.57,2024-05-01T16:58:37
65147969D,clothing,-147.25,2024-05-02T22:27:38
65147969D,transport,-52.5,2024-05-03T20:50:56
65147969D,gifts,-284.42,2024-05-03T08:43:46
65147969D,mortgage,-1083.77,2024-05-04T09:19:27
65147969D,gifts,-434.2,2024-05-04T05:38:10
65147969D,gas,-106.66,2024-05-05T12:38:52
65147969D,electricity,-31.69,2024-05-06T09:23:38
65147969D,phone,-34.25,2024-05-06T00:42:49
65147969D,water,-37.52,2024-05-08T17:58:29
65147969D,internet,-42.0,2024-05-08T11:31:12
65147969D,cash,-100.0,2024-05-09T16:58:23
65147969D,cash,-100.0,2024-05-10T12:04:12
65147969D,food,-105.52,2024-05-15T23:49:58
65147969D,cash,-100.0,2024-05-15T10:53:34
65147969D,repairs,-202.58,2024-05-16T20:09:23
65147969D,gifts,-505.81,2024-05-17T08:50:59
65147969D,cash,-100.0,2024-05-19T15:35:21
65147969D,food,-109.86,2024-05-22T07:47:33
65147969D,food,-101.07,2024-05-23T08:59:36
65147969D,education,-44.79,2024-05-24T10:01:39
65147969D,gifts,-822.39,2024-05-24T08:30:31
65147969D,clothing,-97.62,2024-05-26T18:40:04
65147969D,appliances,-342.79,2024-05-29T17:27:41
65147969D,transport,-51.99,2024-05-31T20:49:31
65147969D,clothing,-126.45,2024-05-31T22:33:47
65147969D,salary,2809.94,2024-06-01T10:03:08
65147969D,salary_partner,2986.57,2024-06-01T10:03:08
65147969D,extra_income,332.83,2024-06-01T10:03:08
65147969D,salary_bonus,2130.69,2024-06-01T10:03:08
65147969D,salary_partner_bonus,2388.31,2024-06-01T10:03:08
65147969D,transport,-55.72,2024-06-01T15:11:02
65147969D,leisure,-33.19,2024-06-02T17:16:43
65147969D,clothing,-122.48,2024-06-03T05:09:00
65147969D,mortgage,-1083.77,2024-06-04T09:00:01
65147969D,electricity,-75.14,2024-06-05T00:58:11
65147969D,phone,-40.89,2024-06-05T09:00:07
65147969D,gas,-51.44,2024-06-06T19:46:03
65147969D,clothing,-113.76,2024-06-07T15:38:37
65147969D,water,-29.08,2024-06-08T14:15:26
65147969D,internet,-42.0,2024-06-08T13:34:31
65147969D,leisure,-38.4,2024-06-08T23:04:22
65147969D,food,-66.9,2024-06-09T16:24:45
65147969D,gifts,-239.61,2024-06-09T18:08:48
65147969D,clothing,-85.55,2024-06-10T17:25:43
65147969D,gifts,-379.94,2024-06-10T03:57:36
65147969D,cash,-100.0,2024-06-11T16:44:00
65147969D,cash,-100.0,2024-06-12T21:25:29
65147969D,leisure,-32.71,2024-06-13T08:53:13
65147969D,education,-70.59,2024-06-18T14:21:16
65147969D,food,-62.89,2024-06-19T15:16:11
65147969D,cash,-100.0,2024-06-21T09:05:44
65147969D,leisure,-34.65,2024-06-22T04:47:54
65147969D,food,-82.13,2024-06-23T14:11:15
65147969D,transport,-78.11,2024-06-23T12:12:18
65147969D,cash,-100.0,2024-06-24T10:37:31
65147969D,repairs,-288.29,2024-06-24T11:30:28
65147969D,gifts,-191.07,2024-06-24T07:30:54
65147969D,leisure,-63.72,2024-06-26T08:36:34
65147969D,cash,-100.0,2024-06-26T21:54:37
65147969D,cash,-100.0,2024-06-27T02:03:50
65147969D,leisure,-54.12,2024-06-28T19:41:29
65147969D,appliances,-204.99,2024-06-29T10:47:01
65147969D,salary,2809.94,2024-07-01T22:20:34
65147969D,salary_partner,2986.57,2024-07-01T22:20:34
65147969D,education,-62.84,2024-07-01T07:26:12
65147969D,transport,-48.79,2024-07-02T13:19:55
65147969D,appliances,-146.44,2024-07-02T11:28:20
65147969D,transport,-62.79,2024-07-03T03:02:51
65147969D,mortgage,-1083.77,2024-07-04T12:30:41
65147969D,food,-89.79,2024-07-04T20:57:23
65147969D,gifts,-287.51,2024-07-04T17:01:24
65147969D,water,-21.64,2024-07-05T21:18:49
65147969D,gas,-63.64,2024-07-05T20:25:32
65147969D,internet,-42.0,2024-07-06T21:29:06
65147969D,education,-74.24,2024-07-06T10:33:09
65147969D,electricity,-33.08,2024-07-07T16:59:26
65147969D,cash,-100.0,2024-07-07T12:13:08
65147969D,repairs,-300.14,2024-07-07T17:01:31
65147969D,phone,-43.51,2024-07-08T22:44:19
65147969D,appliances,-177.25,2024-07-11T11:08:29
